pmid,year,title,authors,journal,is_research_article,relative_citation_ratio,nih_percentile,human,animal,molecular_cellular,apt,is_clinical,citation_count,citations_per_year,expected_citations_per_year,field_citation_rate,provisional,x_coord,y_coord,cited_by_clin,cited_by,references,doi
2906395,1984,Instrument database system and application to mass spectrometry/mass spectrometry.,"R W Crawford, H R Brand, C M Wong, H R Gregg, P A Hoffman, C G Enke",Anal Chem,Yes,0.07,3.4,0.0,0.0,0.0,0.05,No,2,0.05405405405405406,0.814362783634879,4.2631565948543635,No,0.0,-0.75,,"[9737207, 28436590]","[21902234, 849406]",10.1021/ac00271a015
3834651,1982,An animal model of trachoma II. The importance of repeated reinfection.,"H R Taylor, S L Johnson, R A Prendergast, J Schachter, C R Dawson, A M Silverstein",Invest Ophthalmol Vis Sci,Yes,6.07,95.3,0.0,0.75,0.25,0.75,No,150,3.8461538461538463,0.6339640574897231,3.528604421518955,No,0.43301270189221935,-0.5,"[9229195, 23392481, 3980816, 21685340, 9556858, 1681215, 1936477, 9428831, 8462390, 8875083, 8024729, 33790370, 1936476, 1748145, 1936472]","[21987657, 9169733, 1936475, 15010193, 2926323, 8458616, 18539226, 1375138, 2695908, 2713305, 2668220, 9328119, 1879304, 3572039, 6609886, 9229195, 3573655, 3485615, 9386925, 6347329, 2651086, 1600835, 14692675, 25860143, 1373404, 8591904, 20358257, 7476093, 3518681, 7866655, 9459493, 2464551, 24604415, 30698042, 22959960, 3058819, 21423648, 6386856, 19496626, 12526854, 3193136, 23392481, 28535271, 7846898, 1758807, 2246945, 2476396, 3980816, 2571668, 8546843, 21685340, 11179361, 8141205, 9556858, 2370110, 8837610, 32970672, 2010628, 10859511, 3265174, 17521595, 30890604, 18370552, 3307405, 3220664, 1681215, 1936477, 1452363, 24606636, 14638559, 8887348, 20470052, 1761679, 9494783, 3463978, 23882139, 20632535, 2671975, 7532625, 9340471, 10424650, 1865164, 22149616, 3571982, 2739037, 7775112, 19265868, 3308570, 1516483, 4070906, 33177759, 8725861, 1599049, 15854887, 18199030, 18725423, 3009637, 22025578, 6371977, 15219874, 6841015, 8077735, 8904518, 9428831, 3534107, 2645987, 10839724, 11980070, 28182664, 9162604, 8361860, 27370346, 9164699, 8726592, 1884882, 1710739, 23457650, 3906247, 2407650, 9024098, 8057937, 23861986, 2449146, 4050825, 1612072, 3484473, 8462390, 2722453, 19494332, 32817110, 3595180, 8126125, 29018712, 3759240, 10396186, 8875083, 7691749, 8024729, 33790370, 6238106, 9127892, 3623841, 10694161, 19048024, 1936476, 11159151, 10392666, 1748145, 2744929, 1936472]","[7022779, 13776795, 14069755, 4935043, 4632880, 4622558, 13880558, 7002026, 7275529, 4567314, 1276112, 1084798, 775692, 7387962]",
2395417,1982,Explanatory power for medical expert systems: studies in the representation of causal relationships for clinical consultations.,"J W Wallis, E H Shortliffe",Methods Inf Med,Yes,0.95,48.4,1.0,0.0,0.0,0.05,No,12,0.3076923076923077,0.32375609602226957,1.6403883676097981,No,0.0,1.0,,"[4058315, 1564183, 6378512, 2203499, 6472124, 3323683, 3301188, 3323682, 2776447, 3884272, 3185181, 17011175]","[480542, 1157471, 779466, 4568217, 4629240]",
3185106,1982,Trachoma therapy with topical tetracycline and oral erythromycin: a comparative trial.,"C R Dawson, T Daghfous, I Hoshiwara, K Ramdhane, M Kamoun, C Yoneda, J Schachter",Bull World Health Organ,Yes,0.76,40.4,0.67,0.0,0.33,0.25,Yes,19,0.48717948717948717,0.6385191952937502,3.556331254475289,No,-0.28867513459481287,0.5,"[9114186, 3065265, 10466664, 17005549]","[3620187, 31554017, 15489358, 11869610, 3068171, 15846624, 19941479, 9114186, 21412875, 10535853, 3065265, 4070912, 3157226, 30081851, 9916898, 10466664, 17005549, 30698042, 6635446]","[4993997, 89446, 13968216, 931365, 5026677, 1096630, 1087099, 7252266, 1084798, 4137188, 775692, 4167518, 48384, 4451650, 4980823, 830515, 4570291, 4583501, 1276112, 4190224, 4888905, 5304804, 4164870, 4406888, 7020973, 831128]",
2395417,1982,"Chromosomal localization of human leukocyte, fibroblast, and immune interferon genes by means of in situ hybridization.","J M Trent, S Olson, R M Lawn",Proc Natl Acad Sci U S A,Yes,4.84,93.1,0.33,0.0,0.67,0.5,No,207,5.3076923076923075,1.0967195972199846,6.345367843774811,No,-0.5773502691896257,0.0,[22162829],"[2482312, 3543611, 3134658, 3025923, 2341157, 9596644, 31734130, 1943682, 8476573, 18490714, 15233997, 1370389, 9865498, 2863759, 6316641, 3455787, 1385297, 3422044, 9031104, 29661791, 3100390, 6548721, 3436225, 7789167, 8751858, 3255038, 6587773, 8994259, 9058314, 8244753, 8449040, 2439269, 6585830, 3399385, 3986769, 6578509, 6689487, 2467599, 2101727, 18296259, 2986880, 1392257, 1394095, 2009511, 1320124, 8242087, 8001965, 9720720, 2268870, 2055114, 2906047, 6745245, 7912973, 3312844, 12486817, 7825061, 21475550, 3057296, 11152569, 3513870, 1726335, 1386261, 3221389, 2418848, 1701354, 2995175, 4071980, 1385305, 2265562, 16961714, 6330270, 9823374, 2207320, 2649187, 2574141, 7587386, 3691185, 6196780, 4016714, 4056488, 3022999, 7690332, 2899184, 1443559, 2989824, 1924386, 2891436, 2576999, 3908364, 7590734, 10526087, 3494191, 25289500, 2881619, 3455911, 3062745, 2835413, 11396119, 2993652, 6500557, 7686881, 9169041, 9433936, 1763495, 6360555, 4065572, 24864095, 19393062, 3456887, 22162829, 7902606, 10712011, 24693923, 8388505, 12801529, 8340618, 1505223, 2422301, 6662657, 8689637, 1873851, 2895698, 1799811, 2987811, 7524887, 1975791, 2881426, 6360559, 7981754, 3976654, 2738062, 6084313, 3692164, 3731881, 3497714, 9351982, 6699660, 8003558, 3948430, 1568221, 8458713, 8575759, 1486569, 6546621, 3563490, 3020159, 3023045, 8509397, 3014537, 9865490, 6548765, 21377040, 10505747, 7656204, 8096074, 8440140, 3115094, 10731597, 3973562, 8689636, 7995731, 1905369, 1535250, 3979120, 2122411, 10053015, 2676372, 9639659, 2294436, 18548239, 7544849, 9283587, 21533466, 1655578, 2907270, 8104022, 8687130, 11147223, 6084176, 2987810, 6573776, 7515662, 2422400, 6467992, 6700732, 1697761, 3857107, 4038670, 11240951, 1421766, 2981430, 2105509, 3886485, 3507273, 2879621, 6433489, 2960464, 3538015, 2777918, 8759116, 7561512, 8616817, 3865220, 8662238, 2315049, 6888561, 1375531]","[6163083, 6159538, 291033, 277305, 6173769, 6165082, 7384802, 880841, 183818, 6181564, 472711, 6159584, 6180064, 6159547, 4526303, 6181262, 7072716, 6943581, 752564, 6166943, 6987533, 4371269, 6164058, 94346, 6159536, 7292253, 6248796, 7273954, 6157094, 1188385, 84714, 752501, 6174395, 856944, 6930670]",10.1073/pnas.79.24.7809
3815627,1982,Minor sterols of marine invertebrates 37. Isolation of novel coprostanols and 4 alpha-methyl sterols from the tunicate Ascidia nigra.,"T B Tam Ha, W C Kokke, C Djerassi",Steroids,Yes,0.93,47.4,0.0,0.5,0.5,0.05,No,17,0.4358974358974359,0.47043164888284245,2.5331930922763912,No,0.0,-0.5,,"[11098833, 18236420, 15497943, 6687021, 2508274, 33930988, 6673193, 26299734, 12123785, 3101232, 24705503, 12770590, 15174002, 8789728, 15893886, 28124916, 3148614]","[1198622, 880731, 13520, 7198311, 1133356, 1056026, 496893, 4584684, 7233187, 934315, 4772271, 54135, 1116342, 5028412]",10.1016/0039-128x(82)90021-6
7157438,1983,Surface features of the conjunctiva and cornea.,"B Nichols, C R Dawson, B Togni",Invest Ophthalmol Vis Sci,Yes,2.91,84.7,0.0,0.67,0.33,0.25,No,74,1.9473684210526316,0.6700206416972379,3.521023543953185,No,0.28867513459481287,-0.5,,"[32452988, 29111817, 18769205, 11397266, 25461622, 31593626, 22300341, 25633218, 7531184, 8030485, 3679745, 27178187, 3101019, 8456177, 22766926, 9667055, 3557866, 9286805, 8174649, 32717869, 24999101, 20105403, 2793355, 3769525, 30385283, 7527059, 1370440, 18418505, 8652888, 30212410, 28003734, 3093151, 2194348, 6585073, 15590483, 2412321, 17460276, 27057835, 10711681, 23648835, 26652282, 17603470, 2337286, 23860427, 8113022, 16323209, 24692127, 14982585, 17898272, 30481821, 10420178, 15557451, 8030489, 3951803, 4064735, 10746456, 3192377, 2579927, 2105917, 10961997, 6207040, 12868014, 3926524, 2356705, 29098537, 31756497, 3862272, 26045237, 8440586, 14508261, 31384041, 6505620, 34228968, 28736340]","[4325305, 626832, 4155091, 407898, 783170, 4108333, 11222, 13733732, 5121745, 6168194, 13868376, 14237794, 319077, 4471356, 5547520, 5459950, 60298, 48384, 783172, 1180512, 5859021, 342051, 6164306, 6783436, 7027905, 4223093, 4582462, 419968, 7330657, 4747775, 13711262, 13610928]",
3594713,1983,Effects of tamoxifen on human breast cancer cell cycle kinetics: accumulation of cells in early G1 phase.,"C K Osborne, D H Boldt, G M Clark, J M Trent",Cancer Res,Yes,5.97,95.1,0.2,0.0,0.8,0.5,No,247,6.5,1.0888949648535278,5.875465241713949,No,-0.6928203230275509,-0.2,"[1453199, 1888251, 10206072, 6396773, 3032034, 2147123, 2692916, 3655856, 6396764, 1652976, 8740786, 15328527]","[7718329, 9705214, 1756256, 8364937, 15544931, 1632810, 20696059, 10363133, 6734930, 20032401, 2661195, 25936229, 3778464, 25435988, 12488602, 12943168, 10619490, 2068513, 10908655, 8997629, 4079436, 6467199, 3289634, 9342435, 7807378, 23651307, 9079651, 32230839, 9699870, 15474358, 16417650, 8142059, 3146428, 9685851, 7949581, 14977844, 1991836, 34030859, 27633191, 3455681, 7844613, 26690777, 9465881, 8879258, 9030250, 3967234, 6395141, 1453199, 2908648, 19958226, 3409244, 16778215, 30275856, 2654333, 3048447, 20669046, 3549276, 25828948, 8397846, 15266091, 34328806, 2015478, 8313364, 31683101, 9199341, 3653212, 3695509, 2609360, 16730294, 9751262, 1888251, 10813717, 1991691, 7819587, 19318306, 10819505, 7949215, 4053064, 15755980, 10470097, 6704960, 2056430, 32708058, 9816318, 3607747, 30050469, 6378371, 1827796, 10206072, 6396773, 7981451, 11710821, 29644007, 15219790, 31046897, 8350365, 2784101, 3712034, 9710696, 9784163, 3032034, 2147123, 2692916, 3690805, 28460819, 25064027, 3312244, 11200107, 1421529, 17307334, 11595711, 3167229, 2297571, 17160137, 2562927, 12653671, 8620446, 22094936, 27355337, 2382215, 19464806, 27596072, 8012036, 1672085, 14645110, 22941118, 9028385, 21223440, 8684400, 7641021, 10587580, 3221874, 3063338, 26697130, 10529369, 2706627, 10665480, 18815881, 15796159, 25682200, 8690632, 12790780, 11358325, 7857322, 3566184, 30034317, 15217586, 7531416, 15837744, 8100483, 10470366, 21247404, 11506964, 30824486, 12455043, 2743303, 3655856, 3967950, 6396764, 8614416, 1652976, 19345114, 19198016, 26043659, 22552717, 27142456, 21637355, 1962592, 10690547, 7605655, 8317894, 9242427, 18790785, 14559831, 2045868, 9332492, 4076295, 34533654, 8519657, 11741909, 15545667, 9641652, 2712696, 9848103, 2194650, 2202289, 15145521, 10732962, 3815345, 8740786, 26397135, 15545665, 28929082, 20543978, 8482635, 9767736, 34398352, 3059059, 4068051, 15642164, 22396108, 1355983, 9436634, 6704959, 18373870, 15328527, 2334898, 2908603, 25091654, 12548582, 17385543, 2142397, 15757889, 9264357, 2910513, 3290584, 18248833, 6733020, 2925799, 34623477, 29755534, 12612058, 16958420, 7588234, 9647865, 3754489, 1832890, 14713268, 17361100, 3098415, 17896084, 28281842, 8640912, 2553250, 18926942, 19902473, 1911045, 33398005, 3052986, 1981735, 25056669, 2715802, 3497634, 10446910, 11410523, 19111245, 1370912]","[711743, 1000504, 828517, 4855906, 1277184, 1035504, 6966967, 649669, 7371001, 4363655, 7032475, 7432524]",
3185106,1983,Improved defibrillator waveform safety factor with biphasic waveforms.,"J L Jones, R E Jones",Am J Physiol,Yes,3.11,86.1,0.0,1.0,0.0,0.25,No,86,2.263157894736842,0.7285327959421619,3.8499132566049123,No,0.8660254037844386,-0.5,"[16378672, 9250633, 9990601, 11719116, 2768721, 11023932, 2911965, 8427134, 7680457, 9935005]","[2909569, 11955850, 9170129, 11483451, 7955208, 16325983, 7513408, 11846315, 8417837, 8840873, 23735652, 3948378, 7690941, 2504609, 8330375, 16923006, 1376905, 2916410, 17461867, 9593576, 11334829, 10488935, 6744362, 6496760, 15508666, 8777480, 8535562, 7606614, 3812181, 1959202, 16378672, 9615849, 3594770, 11797993, 10387137, 7664453, 9436776, 1706508, 7664451, 2703616, 22107974, 2720918, 9250633, 1615834, 8417549, 14991189, 8304508, 16648057, 10490248, 1376893, 9160228, 25902433, 9990601, 3403834, 9230868, 11719116, 3665001, 2242537, 2768721, 3577372, 17541815, 11023932, 2911965, 7681199, 23457014, 9869972, 8873676, 8427134, 2845541, 20608994, 31136807, 7780632, 7680457, 8491023, 1700392, 6533935, 9935005, 2335021, 1701898, 2036724, 7518591, 7927400, 11386517, 15629557, 9436775, 2929477]","[7331114, 1111497, 14042825, 634189, 634186, 634185, 634184, 4430099, 88170, 621428, 912832, 5507032, 7065279, 991415, 7438397, 7377095, 686189, 7357694]",10.1152/ajpheart.1983.245.1.H60
7157438,1983,Some factors affecting tactile pattern recognition.,J C Craig,Int J Neurosci,Yes,0.89,45.7,1.0,0.0,0.0,0.05,No,14,0.3684210526315789,0.4162062578714364,2.0943637184762496,No,0.0,1.0,"[7596744, 16236778]","[10829394, 7596744, 6657446, 17455756, 21585495, 3786098, 3882802, 8378136, 3249665, 4029978, 9270360, 16236778, 2913566, 3774438]","[6445405, 14285445, 7335449, 850791, 1029078, 7070936, 6444989, 4689202, 7177760, 1029083, 13827173, 5160018, 7122187, 766038, 7243529]",10.3109/00207458309148645
3990522,1982,Sterols of the cultured dinoflagellate Pyrocystis lunula.,"W C Kokke, W Fenical, C Djerassi",Steroids,Yes,0.43,23.3,0.0,1.0,0.0,0.05,No,9,0.23076923076923078,0.5351462235822994,2.927106576286821,No,0.8660254037844386,-0.5,,"[20815141, 21723192, 11140451, 11539140, 21428418, 6687021, 21895837, 22100837, 34198015]","[572595, 880731, 590430, 944775, 7198311, 942735, 7087696, 16593195]",10.1016/0039-128x(82)90042-3
2871644,1982,"GENESIS, a knowledge-based genetic engineering simulation system for representation of genetic data and experiment planning.","P Friedland, L Kedes, D Brutlag, Y Iwasaki, R Bach",Nucleic Acids Res,Yes,0.25,13.1,0.25,0.25,0.5,0.05,No,10,0.2564102564102564,1.0059272637107712,5.792720707018594,No,-0.21650635094610965,-0.125,,"[7800705, 2787927, 6210184, 6184674, 3753765, 6320088, 2207744, 3003673, 6546436, 6954504]",[],10.1093/nar/10.1.323
2871644,1982,Diagnostic marker displays for intermediate cells from the uterine cervix.,"P H Bartels, M Bibbo, H E Dytch, F T Pishotta, K Yamauchi, G L Wied",Acta Cytol,Yes,1.38,62.2,1.0,0.0,0.0,0.05,No,19,0.48717948717948717,0.35406725634056146,1.8248904650249151,No,0.0,1.0,,"[3281692, 7165181, 11153609, 8562458, 8534331, 6485120, 10463483, 10440871, 2765074, 3522138, 3606775, 20490061, 9893902, 7492519, 15218690, 3281691, 15287036, 2656497, 3778614]","[6162305, 7447184, 349987, 7469201]",
6687021,1982,Diagnostic marker features in dysplastic cells from the uterine cervix.,"G L Wied, P H Bartels, H E Dytch, F T Pishotta, K Yamauchi, M Bibbo",Acta Cytol,Yes,1.57,66.9,1.0,0.0,0.0,0.25,No,22,0.5641025641025641,0.3594635925933567,1.8577376192263038,No,0.0,1.0,,"[6669954, 2765075, 3281692, 8851106, 9870102, 6197176, 3606776, 6396066, 2272250, 2656497, 2721359, 17825391, 7165181, 9037947, 6508036, 2449228, 9692681, 8621185, 2008882, 9893902, 3281691, 3778614]","[396837, 6162305, 281828, 349987, 7469201, 364909, 543575, 364904]",
2508274,1981,Computer recognition of ectocervical cells: image features.,"P H Bartels, W Abmayr, M Bibbo, G Burger, H J Soost, J Taylor, G L Wied",Anal Quant Cytol,Yes,1.1,53.7,0.33,0.0,0.67,0.05,No,12,0.3,0.27357723257874655,1.3916048880857812,No,-0.5773502691896257,0.0,,"[3355649, 3606776, 6397084, 6670792, 2449228, 2607786, 6200020, 6375496, 3281691, 1282188, 1731146, 7075396]","[86581, 374629, 396839, 438499, 773072, 569164, 63509, 374628, 396836, 364905, 4579185, 65093, 349988, 349989, 349991, 330720]",
6892172,1981,Intermittent trachoma chemotherapy: a controlled trial of topical tetracycline or erythromycin.,"C R Dawson, T Daghfous, J Whitcher, M Messadi, T Hoshiwara, F Triki, F Chadgrah, O Briones, C Yoneda, J Schachter",Bull World Health Organ,Yes,0.48,26.1,1.0,0.0,0.0,0.25,Yes,12,0.3,0.6231991281470592,3.557859037523405,No,0.0,1.0,"[6754118, 17005549]","[1719932, 19496626, 31554017, 11869610, 15846624, 4070912, 21412875, 6124718, 3157226, 6754118, 17005549, 30698042]","[4167518, 14437176, 4993997, 89446, 13968216, 4451650, 830515, 742827, 4570291, 4127440, 13814577, 1276112, 1096630, 5304804, 4406888, 1084798, 604938, 4180868, 4137188]",
2864143,1981,Computer discrimination of ectocervical cells: assessment of the value of spectral information.,"G L Wied, P H Bartels, M Bibbo, J J Sychra, J Taylor",Anal Quant Cytol,Yes,0.74,39.1,0.33,0.0,0.67,0.05,No,9,0.225,0.3059117102803329,1.591949023790159,No,-0.5773502691896257,0.0,,"[3892158, 6670792, 2449228, 6189436, 6210008, 3549532, 3675799, 3941268, 3304328]","[330723, 569164, 63509, 4614642, 374628, 364905, 4579185, 65093, 349988, 349989, 349991, 330720]",
3101232,1981,Serum and tear antibodies to Chlamydia after reinfection with guinea pig inclusion conjunctivitis agent.,"R Malaty, C R Dawson, I Wong, C Lyon, J Schachter",Invest Ophthalmol Vis Sci,Yes,0.57,31.0,0.0,0.67,0.33,0.05,No,15,0.375,0.655480238445008,3.757872509270405,No,0.28867513459481287,-0.5,,"[6500628, 2365567, 30766521, 8057937, 2433383, 31703354, 8514416, 2671975, 2279741, 3484473, 26706818, 21402767, 4082800, 28678871, 2909492]","[4890324, 4586860, 4736938, 4594119, 4336694, 4576503, 14118043, 1088418, 546788, 6028622, 739153, 963491, 863616, 344217, 4379626]",
7170750,1981,Displaying clinical data from a time-oriented database.,R L Blum,Comput Biol Med,Yes,0.42,22.4,1.0,0.0,0.0,0.05,No,5,0.125,0.30022735919709265,1.5567288351320274,No,0.0,1.0,,"[3754802, 3486618, 7083828, 7496882, 3892181]","[891158, 1157469, 4678423, 954409, 4829430]",10.1016/s0010-4825(81)80022-4
7157438,1982,"Internist-1, an experimental computer-based diagnostic consultant for general internal medicine.","R A Miller, H E Pople, J D Myers",N Engl J Med,Yes,21.68,99.6,1.0,0.0,0.0,0.95,No,474,12.153846153846153,0.5607180459207436,3.082760626037022,No,0.0,1.0,"[3289369, 9391932, 7474008, 10573277, 3904563, 6691639, 7842190, 8750392, 6359317, 1683929, 1581829, 8515760, 8930858, 26602013]","[19672686, 23420015, 11734380, 1692274, 33625307, 8521591, 3057121, 34659497, 3899500, 7747881, 2488148, 7977423, 3852339, 1790684, 17051298, 3652675, 3852337, 3289369, 6339758, 18244055, 6384420, 2290072, 9232185, 1985669, 9391932, 19285570, 1564183, 31611150, 8469157, 2750798, 9397342, 3315427, 2742693, 19717800, 6352165, 10397304, 18999303, 1770838, 2186252, 1687263, 6340559, 2311370, 3534482, 3290747, 29263037, 8072339, 25175552, 8152354, 3883869, 16617610, 6388903, 3773776, 7686605, 19135173, 11470217, 9082120, 1762586, 16501181, 4028773, 8231425, 8563402, 1837576, 26123911, 1762579, 6687363, 2695785, 3045240, 8321130, 6384407, 2598640, 8477588, 3544511, 1743005, 31254638, 2066130, 21203677, 2406678, 28447905, 4012350, 29389679, 2662096, 12925549, 27504000, 6619757, 7983957, 3331578, 3315426, 3584725, 19390100, 1762583, 20564067, 7474008, 32620944, 1482863, 1640772, 3140944, 22146915, 2407929, 1547627, 11583922, 2797639, 3842447, 8798944, 2180986, 33979715, 2403974, 6886640, 8130499, 10573277, 3821801, 3550777, 3523581, 16242309, 3537187, 3702747, 8483394, 1482912, 11604892, 9753979, 1302532, 32477649, 19665579, 18301226, 31029130, 16766168, 4058315, 6465432, 6371209, 2188079, 9524864, 3505337, 3320252, 2684496, 2203909, 7719796, 2664871, 2706430, 15802487, 3904563, 7950028, 30081185, 3515070, 2776447, 1766328, 30398550, 2215259, 29536944, 6691639, 3316658, 1413939, 10282220, 1857254, 17518802, 7934303, 18790621, 15360981, 1470034, 16956755, 1752121, 6571269, 3931972, 14654885, 6352843, 1643846, 7496879, 6633265, 1752119, 6400523, 18462999, 24448278, 16834566, 18693950, 9524865, 6374372, 3322003, 1867277, 2289368, 4054890, 17317332, 10435244, 11193060, 2721173, 3512162, 11470219, 26464024, 15000352, 10495101, 7842190, 21415065, 2695784, 2131940, 34611040, 9865028, 27199195, 3784835, 2070003, 2695783, 3083134, 6390015, 3516560, 31468581, 3892152, 3903909, 21869169, 2250123, 6340198, 6380914, 3544509, 8834335, 17556014, 1482939, 9929176, 8653453, 20584216, 24020989, 8713756, 1396388, 23852973, 1808220, 15617979, 8412819, 29974498, 7736727, 8930853, 3909908, 8348914, 3295316, 2407931, 6687583, 2769113, 1289466, 16084471, 3896962, 6368770, 6229714, 2407923, 1807759, 28956226, 2311365, 3537610, 2653156, 7048093, 11854507, 8750392, 2032775, 3523955, 9086376, 31504588, 18353713, 2801428, 2203499, 24769791, 2189054, 31559202, 3511687, 8750374, 7841907, 7889593, 12463868, 3330690, 7581628, 11879990, 2064715, 7895134, 8130550, 3374420, 34001316, 8947662, 6359317, 21416108, 6339658, 10724955, 11958484, 23199936, 29500985, 31022744, 19007440, 12069760, 30671703, 2060294, 3886276, 30422711, 9513004, 3537611, 3586293, 2242937, 1683929, 8049752, 2699592, 8246706, 1581829, 2673655, 2645103, 2069131, 33441504, 9308736, 21279039, 8471108, 8358498, 3276267, 28274905, 23476717, 23320043, 3840771, 1788552, 6338136, 6851389, 8325004, 8358495, 8418391, 1482960, 3545134, 8686866, 3811349, 8713757, 3522779, 3279963, 30297378, 8325003, 8515760, 3282154, 1482872, 3045552, 6729549, 8090563, 31445285, 17188928, 8168265, 22524982, 27488402, 8358494, 3045021, 6381625, 7601543, 23807108, 26342218, 6639177, 7950017, 6546837, 3885868, 3886528, 2286078, 2684491, 11501634, 6378512, 3902753, 1889199, 32894421, 3512161, 10495102, 1889203, 8723611, 8358489, 9082138, 2276261, 3981768, 9289385, 8064702, 9177813, 7950030, 1762472, 12668689, 8930858, 8358490, 34706145, 11269246, 3286712, 2268386, 7719795, 27081413, 3884675, 32828460, 3534523, 2188078, 3326386, 8190157, 8506539, 8930856, 3894237, 18952944, 10927970, 6370579, 2257737, 26602013, 25954422, 8997541, 3925637, 2405092, 15494755, 2070008, 10495728, 3819671, 1635470, 29880463, 7651499, 10513280, 2684492, 2190426, 34082719, 22789390, 2094750, 2667805, 6492116, 7719792, 34334826, 23730446, 29279238, 3302088, 3550885, 8830922, 1943790, 3050372, 25114683, 1762578, 3779170, 3120995, 23986923, 29940263, 7666801, 3884272, 1807681, 3532901, 6497727, 23384817, 8563287, 3842452, 3683010, 23508343, 1752125, 8321132, 7489077, 1482975, 8713760, 17051287, 2934706, 2655880, 31367962, 3386438, 11751799, 10710931, 9201383, 3527477, 26954234, 3811355, 6432193, 3608507, 7950039, 18085031, 3935537, 2645015, 3907402, 6374353, 6093949, 23815336, 8418386, 22288795, 3792830, 10093659, 3889542, 3514790, 7647840, 18924784, 6697700, 12061124, 23816170, 2769117, 10752360, 3951957, 3512159, 3046355, 33656443, 10294604, 29402991, 3303352]","[403045, 4552594, 480542, 345060, 345057, 4182957]",10.1056/NEJM198208193070803
2864143,1982,The effect of high lung conductivity on electrocardiographic potentials. Results from human subjects undergoing bronchopulmonary lavage.,"Y Rudy, R Wood, R Plonsey, J Liebman",Circulation,Yes,1.56,66.8,1.0,0.0,0.0,0.25,No,32,0.8205128205128205,0.5245254534565543,2.8624586266937713,No,0.0,1.0,"[9264477, 8384097, 30503301]","[2774317, 15084220, 3244882, 9264477, 12395354, 8384097, 11232624, 32296723, 8854328, 1582138, 8269188, 3155902, 3733124, 3957380, 15660348, 21151385, 14516289, 6624926, 17933970, 3708641, 2945421, 3794574, 25784020, 6463382, 30503301, 4084698, 3900652, 11016411, 18804788, 2137478, 17276447, 17564013]","[14016884, 13511621, 13843023, 6444278, 14270092, 457171, 5413185, 14417562, 13975592, 6021336, 6026922, 4750331, 6444658, 4818705, 4251707, 758226, 6068939]",10.1161/01.cir.65.3.440
3834651,1982,"GEL, a DNA sequencing project management system.","J Clayton, L Kedes",Nucleic Acids Res,Yes,0.59,31.7,0.0,0.0,1.0,0.05,No,20,0.5128205128205128,0.8754556649636253,4.998548416378005,No,-0.8660254037844386,-0.5,,"[6546423, 3880336, 3894884, 1633571, 2582368, 3753795, 2410266, 3753786, 3146639, 2417239, 6210184, 3100811, 6320092, 8139008, 3003672, 6687857, 6318598, 7133997, 4038268, 6530029]","[461197, 7433103, 6250947, 265521, 6269069, 271968, 6259625, 493154]",10.1093/nar/10.1.305
6658890,1982,Determination of safety factor for defibrillator waveforms in cultured heart cells.,"J L Jones, R E Jones",Am J Physiol,Yes,1.18,56.6,0.0,0.5,0.5,0.25,No,24,0.6153846153846154,0.5202746196267568,2.836584072598016,No,0.0,-0.5,[2911965],"[7777417, 6465560, 7937226, 8335836, 19495674, 7955208, 1873867, 6885195, 8304508, 31136807, 15692128, 8896054, 2335021, 6869564, 15696857, 2441612, 19104137, 22336433, 1706508, 11701492, 2911965, 2720918, 3949979, 6496760]","[7370818, 5648066, 5901485, 1111497, 14042825, 634189, 634186, 634185, 634184, 4430099, 88170, 7382998, 5507032, 1146696, 991415, 7377095, 1278928, 5822555, 686189, 7357694]",10.1152/ajpheart.1982.242.4.H662
2864143,1982,"Discovery, confirmation, and incorporation of causal relationships from a large time-oriented clinical data base: the RX project.",R L Blum,Comput Biomed Res,Yes,2.11,76.5,0.0,0.0,0.0,0.25,No,37,0.9487179487179487,0.44892597630456854,2.4022894364826595,No,0.0,-0.75,[3528373],"[3331578, 7800705, 3315426, 3838713, 3889543, 2725330, 11020814, 6547082, 6352843, 12234716, 2093741, 3807692, 26306235, 3301188, 10300881, 6381625, 3889542, 3486618, 24389331, 3773594, 3842447, 2982894, 34457132, 16564233, 6496304, 1309084, 8812074, 6229714, 3916110, 3961610, 3754802, 29940263, 3528373, 3549575, 3608507, 18244055, 9476152]","[7035061, 1157471, 4678423, 6996752, 7407321]",10.1016/0010-4809(82)90035-0
2871644,1982,Vibrotactile masking: a comparison of energy and pattern maskers.,J C Craig,Percept Psychophys,Yes,2.4,80.1,1.0,0.0,0.0,0.25,No,32,0.8205128205128205,0.34131078436006906,1.7472426346118475,No,0.0,1.0,[7596744],"[7596748, 7596744, 6533565, 11140178, 6657446, 3684486, 9401459, 10909250, 2940320, 1549438, 1508627, 3774438, 1857630, 8539094, 2710635, 2259422, 3696946, 24844345, 6874263, 16491714, 2732386, 6510057, 12489662, 2522530, 3882802, 7177760, 2030933, 9110423, 9270360, 6866691, 2137513, 2913566]","[4577916, 14285445, 7335449, 850791, 1029078, 1250940, 14130363, 6444989, 5482021, 6080634, 4689202, 7122188, 1029083, 232572, 766038]",10.3758/bf03204184
3834651,1982,A tactile metacontrast effect.,"J M Weisenberger, J C Craig",Percept Psychophys,Yes,0.59,31.7,1.0,0.0,0.0,0.05,No,11,0.28205128205128205,0.4809120272559577,2.5969864862355427,No,0.0,1.0,[7596744],"[7596744, 11715076, 11140178, 6657446, 8361832, 12489662, 9401459, 12430823, 7122187, 18403285, 15751467]","[13097254, 1129972, 4689202, 7413417, 14410688, 7422751, 20292379, 766038, 6444989, 5482021]",10.3758/bf03204185
