text,title,id,project_number,terms,administration,mechanism,year,funding,score
"ANALYSIS OF PROBLEMS IN OCULAR INFLAMMATORY DISEASE The major goals of this proposal are the prevention of blindness and of morbidity associated with inflammatory eye diseases, particularly trachoma and herpes simplex virus (HSV) infections.  In the studies of trachoma, we will (1) develop improved techniques for treating it, (2) elucidate the role of Chlamydia trachomatis as an agent of systemic illness, particularly childhood pneumonia, in trachoma endemic areas, (3) evaluate new techniques for the rapid, inexpensive diagnosis of chlamydial infections, (4) attempt to further define the immunological response to C. trachomatis infections in trachoma through the use of specific chlamydial antigens.  The hypothesis underlying these studies is that blindness and morbidity associated with endemic trachoma can be prevented, but that will involve new technologies for detection and treatment.  While these studies on ocular chlamydial infection will be directed at practical, applied goals, we also will examine at a basic level the pathogenesis of chronic trachoma.  By defining the antibody response to specific chlamydial antigens and the patterns of cellular response in the eye, we plan to develop a means to identify cases who are at risk of the blinding complications or who will not respond well to chemotherapy.  This knowledge will be needed as a basis for the evaluation of possible subunit trachoma vaccines.  The studies on ocular herpes simplex virus infections will focus on improving the management of this condition by the development of a computer based, artificial intelligence model of HSV eye infections that can be used as an expert consultant for management of herpetic eye disease.  Continued development of this model will elucidate specific problems in the complex management of the disease.  The model will be further extended to include the diagnosis and treatment of bacterial corneal ulcers and other forms of keratitis and uveitis.  ",ANALYSIS OF PROBLEMS IN OCULAR INFLAMMATORY DISEASE,3255348,R01EY000427,"['Alphaherpesvirinae ', ' tissue /cell culture ', ' pneumonia ', ' autoradiography ', ' human morbidity ', ' epidemiology ', ' electrophoresis ', ' disease /disorder model ', ' immunopathology ', ' immune complex ', ' immunoelectrophoresis ', ' enzyme linked immunosorbent assay ', ' disease /disorder prevention /control ', ' Arab country ', ' Africa ', ' eye agent ', ' trachomas ', ' eye infections ', ' eye disorder diagnosis ', ' blindness ', ' keratitis ', ' eye disorder ', ' prognosis ', ' antiinflammatory agents ', ' chronic disease /disorder ', ' disease /disorder proneness /risk ', ' diagnosis quality /standard ', ' artificial intelligence ', ' microorganism disease chemotherapy ', ' antiviral agents ', ' Chlamydia trachomatis ', ' pediatrics ', ' ']",NEI,R01,1985,171835,-0.039989772273027364
"ULTRASOUND HYPERTHERMIA SYSTEM FOR CANCER THERAPY The goal of this program is to design, develop, and evaluate a state-of-the-art system for ultrasonically inducing local hyperthermia in humans for use in cancer therapy.  The program is composed to several interconnected subgoals which are:  1) To continue development of existing computer programs used for transducer design and beam pattern evaluation, thermal exposure calculations and resulting temperature distributions.  2) To design and evaluate ultrasound transducers that are optimised for inducing hyperthermia.  3) Install transducers with appropriate power supplies and controllers in a modified diagnostic ultrasound scanner.  The central unit is a commercial OCTOSON digital ultrasound imaging system.  We will add a number of additional heating transducers to the gantry in out-rigger fashion.  Each transducer will be separately driven by its own power amplifier and driver.  The drivers will be driven by a micro-processor based control unit.  Temperatures at varius important sites within the patient will be measured with thermocouples or other devices and made available to the operator and to the control unit by means of a data acquisition system.  4) Design and install a hardware and software link between temperature monitoring devices on subjects and the microprocessor controllers within the imager for the purpose of automating the delivery of thermal dose.  5) Evaluate the system with phantoms.  6) Evaluate the system with animals.  The purpose of the animal studies will be two-fold: a) determine whether focused ultrasound can be effectively delivered to deep seated abdominal masses without excessive heating of adjacent critical normal organs.  b) Determine initial antitumor effects and normal tissue toxicities resulting from such treatment in pet animals with spontaneous tumors, i.e. Phase I/II Preclinical Trials.  The animal portion of this project has been planned to solve the technical problems of safely and effectively heating deep seated abdominal tumors with focused ultrasound. 7) Evaluate the system with humans.  a) Evaluate ability of the proposed system to achieve prescribed thermal distributions in human tumors, b) evaluate toxicity associated with the proposed ultrasound hyperthermia technique, c) compare the thermal distributions and temperature patterns achieved with the proposed device to those achieved with other hyperthermia devices, d) evaluate the imaging capability of the device, e) evaluate tumor response rates and duration of response rates and duration of response.  ",ULTRASOUND HYPERTHERMIA SYSTEM FOR CANCER THERAPY,3171664,R01CA033922,"['ultrasound therapy ', ' ultrasound biological effect ', ' ultrasonography ', ' image processing ', ' neoplasm /cancer thermotherapy ', ' abdomen neoplasm ', ' artificial intelligence ', ' computer assisted diagnosis ', ' clinical biomedical equipment ', ' ']",NCI,R01,1985,162164,-0.03480694616298275
"PHOTOINDUCED THROMBOTIC STROKE--MECHANISMS AND THERAPY The major goal of this project is to document patterns of platelet deposition, blood flow and edema during the development of focal thrombotic stroke, and the effects of prophylactic agents on mitigating or inhibiting thrombus formation in brain vasculature.  A secondary goal is to determine whether lipid peroxidation is associated with thrombotic stroke, and to characterize the distribution of lipid peroxides in parenchyma and endothelium of the affected tissue zone and correlate this with morphological indices as the stroke progresses.  The proposed studies will utilize our recently characterized model of reproducible focal cerebral infarction precipitated by photochemically induced thrombosis of cortical vasculature, in rats injected systemically with the potent photosensitizing dye Rose Bengal.  The progression of thrombosis will be represented by platelets radiolabeled with IIIindium, and local cerebral blood flow will be evaluated by 14C-labeled iodoantipyrine imaging.  Microvascular occlusion will be visualized directly by carbon-black perfusion.  The effect on these parameters of agents known to mitigate thrombosis of single vessels in vivo will be evaluated in the present context of a network of occluded vasculature; such agents include calcium channel antagonists (nimodipine, nifedipine, verapamil), antiplatelet drugs (aspirin, indomethacin, prostacyclin), free radical scavengers (ethanol, dimethylsufoxide, glycerol) and the clot-specific fibrinolytic agent, tissue plasminogen activator (t-PA).  Enhancement of the effect of t-PA by prior administration of lys-plasminogen will be tested also.  The hypothesis that lipid peroxidation inhibits the recovery of tissue compromised by ischemia can be studied if lipid peroxide formation can be induced in specific tissue zones.  In this model it is likely that platelet adhesion and subsequent aggregation are stimulated by photochemical peroxidation of endothelial lipids.  Owing to the reproducible progression of blood flow deficit in the photoinduced lesion, the present model may facilitate stable conditions for lipid peroxidation, observable as conjugated dienes, in the parenchyma as well.  The relative content (predicted to be low) of endothelial lipid peroxides, and the efficiency of photochemical induction of endothelial defects will be determined by similar experiments conducted with endothelial cells in culture.  The proposed work enables rigorous study of the thrombotic process and its mitigation under well-controlled condition in brain microvessels, with consequent benefit to potential stroke patients.  ",PHOTOINDUCED THROMBOTIC STROKE--MECHANISMS AND THERAPY,3406506,R01NS023244,"['tissue /cell culture ', ' radiotracer ', ' autoradiography ', ' photochemistry ', ' electron microscopy ', ' disease /disorder model ', ' model design /development ', ' lipid peroxides ', ' histopathology ', ' artificial intelligence ', ' diene ', ' stroke ', ' cardiovascular pharmacology ', ' calcium channel blockers ', ' brain edema ', ' platelet aggregation ', ' plasminogen activator ', ' fibrinolytic agents ', ' platelet aggregation inhibitors ', ' anticoagulants ', ' ']",NINDS,R01,1985,124359,-0.027167596749829655
"BIONET, NATIONAL COMPUTER RESOURCE FOR MOLECULAR BIOLOGY  ","BIONET, NATIONAL COMPUTER RESOURCE FOR MOLECULAR BIOLOGY",3560650,U41RR001685,"['nucleic acid sequence ', ' molecular biology ', ' information systems ', ' genetic registry /resource /referral center ', ' cooperative study ', ' computer center ', ' computer data analysis ', ' computer human interaction ', ' artificial intelligence ', ' ']",NCRR,U41,1985,634551,-0.0863004262991403
"CENTER FOR STUDY OF CEREBROVASCULAR DISEASE & STROKE This is a competitive continuation proposal for a Center for the Study of Cerebrovascular Disease and Stroke.  The goals are the prevention of stroke and the development of effective treatment for stroke and its consequences.  Both laboratory studies and clinical studies are outlined in the request.  We propose to study, by the use of appropriate animal models problems of the blood vessels supplying the brain that cannot be well studied in humans.  These projects relate to:  1) the routes of fluid and solute transfer between blood vessels and perivascular space; 2) changes produced in blood vessels by hypertension and diabetes and the development of vascular disease over time as shown by scanning and electron microscopy; 3) the alteration in the endothelial cell glycocalyx that are caused by hemodynamic changes and may underlie the location of atherosclerosis or clots.  The clinically related projects use the techniques of artificial intelligence in computer aided decision making, data banking and clinical study of patients with the tools of psychiatry and neuropsychology.  These projects will utilize data collected from a group of stroke patients to study:  1) aphasia and the cognitive deficit underlying it, the current classification and aspects of symptom change in recovery; 2) depression poststroke including the identification of risk factors, the biological correlates, comparison with control groups, genetics, and treatment; 3) computer aided decision making in stroke including development of new artificial intelligence techniques, developing and testing multiple computer programs to assist in assessing and managing patients with stroke and develop new ways of using these systems in clinical and educational settings.  ",CENTER FOR STUDY OF CEREBROVASCULAR DISEASE & STROKE,3107713,P50NS016332,"['stroke ', ' cerebrovascular disorders ', ' ']",NINDS,P50,1985,683648,-0.03748850521844248
"VISUOMOTOR COORDINATION:  NEURAL NETWORKS AND SCHEMAS Our approach to analyzing mechanisms of visuomotor coordination is two-fold:  ""top-down"", to offer a coordinated control program of interacting schemas (concurrently active programs suitably structured for action-perception systems) to model behavior noted by neuroethologists; and ""bottom-up"", to provide detailed models of neural networks which are consistent with known anatomy and physiology, but which involve additional assumptions, amenable to experimental test, to yield a network capable of exhibiting appropriate behavior.  Where possible, we implement a family of models, rather than a single model, to facilitate computer experiments and animal experiments which may discriminate between alternative mechanisms. Specifically, we plan to conduct studies of the following subtopics:  (1) Modelling tectum-pretectum interactions subserving pattern-recognition in anurans; (2) Detailed neural modelling of retina; (3) Modelling patterns of behavior in frog and toad while developing a theory of motor schemas and their coordination for orientation, sidestepping, snapping, etc.; and (4) Developing mathematical and computer methodology for exploring a model-family to determine which subset of models approximates satisfaction of a given set of constraints.  The work will make modelling tools available for the analysis of large brain systems.  Our research plan has build into it structures which ensure that these tools are accessible to neurophysiologists, neuroanatomists and neuroethologists, while also facilitating a full exchange of ideas with the computer science community (artificial intelligence, simulation methodology, interactive computer graphics, etc.).  ",VISUOMOTOR COORDINATION:  NEURAL NETWORKS AND SCHEMAS,3395870,R01NS014971,"['fresh water environment ', ' chordate locomotion ', ' form /pattern perception ', ' ethology ', ' neurophysiology ', ' sensorimotor system ', ' neuroanatomy ', ' mathematical model ', ' neural information processing ', ' retina ', ' computer simulation ', ' computer graphics /printing ', ' computers ', ' superior colliculus ', ' ']",NINDS,R01,1985,181981,-0.04421058210154135
"A PROGRAM FOR THE MANAGEMENT OF HEART FAILURE The Heart Failure Program project is a resource-related research program to develop new reasoning methods for the application of Artifical Intelligence techniques to medicine for the effort of the SUMEX-AIM community.  The context and driving force for this research is the management of heart failure in the intensive care setting.  We will:  1) Develop a representational methodology capable of supporting the clinically relevant distinctions of patient state.  This representation will utilize the clinically significant qualitative parameter values and will include causal relationships, time dependencies and relations about change.  2) Build a qualitative physiological model of the cardiovascular system using this methodology to act as a store for evolving knowledge of patient state.  3) Explore and develop strategies for determining the appropriate parameter values in the model from input data, reasoning support methods and heuristics for carrying out the diagnostic reasoning with the model, and reasoning support methods and heuristics for carrying out the diagnostic reasoning with the model, and reasoning support methods and heuristics for finding possible therapies and determining their potential consequences. 4) Build around this core a program to assist the physician in exploring his or her understanding of the implications in an individual case.  The physician and program will reason together about the case with the physician providing ideas and the program assuring consistent consideration of the implications.  5) Generalize the techniques for use in other medical domains.  ",A PROGRAM FOR THE MANAGEMENT OF HEART FAILURE,3344628,R01HL033041,"['human therapy evaluation ', ' physiology ', ' health care model ', ' biological models ', ' intensive care ', ' heart failure ', ' heart circulation ', ' medical records ', ' patient care management ', ' artificial intelligence ', ' cardiovascular system ', ' hemodynamics ', ' cardiovascular disorder diagnosis ', ' cardiovascular disorder chemotherapy ', ' computer assisted patient care ', ' computer assisted medical decision making ', ' computer assisted diagnosis ', ' ']",NHLBI,R01,1985,291025,-0.19495606123717743
"ANALYSIS OF Z BANDS IN HEART BY OPTICAL DIFFRACTION In human cardiocytes, the contractile units are linked together by Z bands. Although specific proteins have been localized in Z band regions of some vertebrate muscles, the organization of these proteins into a filament lattice is unknown.  Z bands vary in width but the functional significance of this variation remains obscure.  Using optical diffraction methods we have been able to analyze Z and bands greater than 90 nm wide in mammalian cardiac and slow skeletal muscle and have identified a common structural unit.  Our optical reconstruction studies show that these units are added side-to-side and end-to-end to make a regular arrangement of axial and connecting filaments. However, the entire Z band is rarely a uniform lattice.  Optical reconstructions strongly suggest variation in the arrangement of connecting filaments in the Z band at rest length and suggest that the Z band is a dynamic structure.  Our purpose in these studies is to further determine the organization of Z band components in both normal and widened Z bands and to relate this organization to proposed functions for Z bands.  A systematic approach for Z band analysis using goniometer tilt and stereo techniques for electron microscopy at standard and high voltages, together with optical diffraction and reconstruction methods, will be continued.  We will expand our multilevel approach to include studies of Z bands 1)  in normal muscle fixed after repeated stimulation and after fatigue; 2)  in normal muscle partially extracted and reconstituted; 3)  in isolated myofibrils or Z disc sheets and in developing muscle.  Additional techniques to be used are computerized image processing, protein isolation and separation and antibody localization.  Structural analysis of Z bands in normal and developing muscle should contribute to our understanding of muscle cell function.  ",ANALYSIS OF Z BANDS IN HEART BY OPTICAL DIFFRACTION,3335338,R01HL017376,"['tissue /cell preparation ', ' electron microscopy ', ' lasers ', ' striated muscles ', ' myogenesis ', ' myofibrils ', ' muscle proteins ', ' muscle function ', ' immunochemistry ', ' histology ', ' heart contraction ', ' heart cell ', ' myocardium ', ' artificial intelligence ', ' newborn animals ', ' ']",NHLBI,R01,1985,133924,-0.05747729884976566
"AUTOMATED CANCER CELL DIAGNOSIS BY THE TICAS METHOD The goal of this research is to study high-resolution image analysis of cervical cells for diagnostic assessment of patients.  The discovery of the marker features for the presence of dysplasia or malignant disease expressed in ""normal appearing"" intermediate cells from the ectocervix has affected the very strategy of prescreening for cervical cancer.  If confirmed on a large database of patients, the finding of frank tumor cells could be replaced by the statistical assessment of a limited sample of a patient's intermediate cells to ascertain whether visual review of the patient's sample is required.  Complementing the analysis of marker features in cells coming from normal patients, patients with dysplasia, with carcinoma in situ, and with invasive cancer, a new technique has been developed to measure the ploidy of cells appearing in Papanicolaou smears and histological sections.  It appears that the rapid availability of this new kind of information may add significant, new prognostic dimensions to the diagnostic techniques being developed.  The statistical distribution of the DNA content in individual nuclei has been shown to be significantly correlated with the malignancy of tumors and the patient prognosis.  The high-resolution technique for ploidy measurement is proven to be precise, accurate, and fast.  We have now completed the measurement of 50 cases designated as either dysplastic or having carcinoma in situ.  For each case, this involves the collection of:  (1)\intermediate blue cell images from vaginal, cervical, and endocervical smear preparations; (2)\dysplastic cell images from dysplasia cases; (3)\carcinoma in situ cell images from carcinoma in situ cases; (4)\DNA-ploidy patterns of both normal and abnormal cells from the cytology preparations; and (5)\DNA-ploidy patterns of both normal and abnormal cells from histological specimens obtained by biopsy.  DNA results are now routinely produced with a variety of parameters that are being correlated with the results of discriminant analysis on the intermediate blue cell populations.  (3)   ",AUTOMATED CANCER CELL DIAGNOSIS BY THE TICAS METHOD,3163737,R01CA013271,"['stainings ', ' epithelium ', ' longitudinal human study ', ' densitometry ', ' photomicrography ', ' image processing ', ' cancer registry /resource ', ' preneoplastic state ', ' cervix neoplasms ', ' uterus neoplasms ', ' ovary neoplasms ', ' neoplasm /cancer diagnosis ', ' neoplasm /cancer classification /staging ', ' cellular oncology ', ' carcinoma ', ' statistics /biometry ', ' videotape /videodisc ', ' television ', ' human subject ', ' histopathology ', ' histochemistry /cytochemistry ', ' automated medical record system ', ' patient /disease registry ', ' cytogenetics ', ' genetic markers ', ' prognosis ', ' cervical /vaginal smear ', ' mass screening ', ' computer graphics /printing ', ' online computer ', ' artificial intelligence ', ' cell sorting ', ' computer assisted diagnosis ', ' ']",NCI,R01,1985,301579,-0.14700252776514586
"ARTIFICIAL INTELLIGENCE IN CEREBROVASCULAR DISEASE A computer-assisted medical decision-making system is an interactive computer system which can directly assist physicians with a clinical decision-making task.  Several of these systems have been developed for use in neurologic problems, with variable success.  These systems have generally not been good models of human diagnostic reasoning, have had difficulty with the coexistance of multiple diseases and have not been capable of sophisticated anatomic reasoning.  Adequate assessment of functioning programs has proven difficult to accomplish and has rarely been performed.  Physician acceptance of these systems has been limited by these and other factors which this research proposal seeks to address.  In the first phase of the proposed research, an existing rule-based CMD system for TIA diagnosis and management will be modified and tested prospectively on 100 patients, utilizing information available on admission and again after their evaluation is complete.  This program will then be incorporated in a more comprehensive system, designed to aid the physician in the diagnosis and management of patients at risk for impending stroke in general.  This comprehensive system will combine a hypothesize-and-test inference mechanism modeled on the clinician's diagnostic reasoning for suggesting diagnoses, with a rule-based method for suggesting plans for patient management.  This system will then be tested utilizing records from the Stroke Data Bank.  The second phase of the proposed research will focus on the development and testing of a computer program for neurologic localization.  Unlike previous programs this will have a well grounded theoretical basis in set cover theory, will employ sophisticated spatial inference and cause-effect reasoning and be capable of answer justification.  Once developed and tested, this program will be incorporated into CMD systems for neurologic diagnosis and management.  The completion of a system with these capabilities will represent an advance in the field of artificial intelligence as well as be of benefit to practicing clinicians and in the education of future physicians.  ",ARTIFICIAL INTELLIGENCE IN CEREBROVASCULAR DISEASE,3078293,K07NS000913,"['neuroanatomy ', ' nervous system disorder diagnosis ', ' human subject ', ' disease /disorder proneness /risk ', ' cerebrovascular disorder diagnosis ', ' stroke ', ' cerebral ischemia /hypoxia ', ' brain mapping ', ' computer assisted medical decision making ', ' computer assisted diagnosis ', ' ']",NINDS,K07,1985,58320,-0.12894109161107406
"CUTANEOUS PATTERN PERCEPTION The proposed research will investigate the skin's ability to perceive tactile patterns.  Using a vibrotactile array of stimulators that fit against the subjects' fingertips, complex patterns varying in duration, mode of generation, intensity, size, temporal proximity to masking stimuli, and location will be presented to subjects who are required to identify the patterns.  The role of pattern onset in generating vibrotactile contours and the limits of temporal integration of vibrotactile patterns will be investigated.  Measurements will be made of temporal masking functions with patterned stimuli, and a two-factor model of masking will be tested. Spatial factors such as the locus of stimulation and the size of patterns as well as the interaction between these factors and temporal and intensive variables will be explored.  The role of experience in tactile pattern recognition will be examined by testing individuals who have had extensive experience with the Optacon, a reading aid for the blind, with some of the pattern recognition tasks on which sighted subjects have been tested.  The project will be concerned with drawing parallels between tactile and visual pattern perception.  The project will also be concerned with the improvement of cutaneous communication systems and devices, particularly as these might be used by individuals with sensory handicaps.  ",CUTANEOUS PATTERN PERCEPTION,3394042,R01NS009783,"['stimulus /response ', ' stimulus interval ', ' skin ', ' sensory thresholds ', ' vibration perception ', ' touch ', ' space perception ', ' somesthesis ', ' sequential perception ', ' perceptual maskings ', ' form /pattern perception ', ' sensory disorders ', ' mechanoreceptors ', ' psychophysics ', ' psychometrics ', ' neurophysiology ', ' cutaneous sensory nerve ', ' neural information processing ', ' human subject ', ' blindness ', ' substitute sight ', ' artificial intelligence ', ' ']",NINDS,R01,1985,157630,-0.01565992387762898
"THE ROLE OF THE HAPTIC SYSTEM IN COMMUNICATION The major research effort in this project is directed at the fundamental problem of the processing of complex tactile stimulus patterns in real-time for use as correlates of environmental information by handicapped or normal persons working under a sensory overload. To determine what characteristics of patterns provide reliable and rapidly processed units of information, a computer-controlled vibrotactile matrix has been constructed to permit presentation of a wide variety of frequencies, amplitudes, and time relations of tactile stimuli over a spatial display of 64 independently controlled vibrators.  Present explorations of promising pattern dimensions involve serial presentations of patterns for discrimination and identification, but future work will involve pattern production and modification in dynamic simulated environmental representations.  A variety of basic problems that have appeared as by-products of the main effort also receive attention, viz., threshold and ""loudness"" summation in the presence of multiple contactors, spatial mislocalizations as space-time trade-offs, judgments of texture and distance on the skin, and the influence of mechanical skin characteristics on basic psychophysical functions.   ",THE ROLE OF THE HAPTIC SYSTEM IN COMMUNICATION,3393333,R01NS004755,"['sensory thresholds ', ' vibration perception ', ' touch ', ' time perception ', ' space perception ', ' somesthesis ', ' sequential perception ', ' psychophysics ', ' cutaneous sensory nerve ', ' neural information processing ', ' communication disorder aid ', ' paralinguistic behavior ', ' human subject ', ' electrophysiology ', ' person with disability ', ' artificial intelligence ', ' ']",NINDS,R01,1985,184951,-0.020857304009000557
