text,title,id,project_number,terms,administration,mechanism,year,funding,score
"ELECTRON MICROSCOPY AND IMAGE ANALYSIS OF POLYOMA VIRUS Polyoma virus and its polymorphic aggregates will be studied by low-irradiation electron microscopy and image analysis to answer questions about their overall structure, assembly and stability.  Polyoma, a small DNA-containing virus, closely related to SV-40, causes transformation of embryonic or immunologically deficient mouse cells.  We have recently discovered (Rayment, Baker, Caspar and Murakami (1982) Nature 295, 110-115) that the virus capsid is composed of 72 pentameric capsomeres rather than 12 pentamers and 60 hexamers as predicted by the Caspar-Klug quasi-equivalence theory of subunit assembly.  This unexpected result prompts us to examine the packing and bonding specificity of the capsomeres in several polymorphic aggregates of polyoma using low-irradiation electron microscopy and image analysis.  These methods are the most powerful way to study biological aggregates which have not been crystallized in a form suitable for X-ray diffraction.  The molecular weights of intact virions and capsids will be determined using scanning transmission electron microscopy to provide an independent measure of the number of copies of VP1, the major coat protein.  Electron microscopy studies of positive and negatively-stained provirion complex samples will be initiated to directly observe the nucleocapsid structure and correlate with studies on intact virions, empty capsids and isolated minichromosomes.  ",ELECTRON MICROSCOPY AND IMAGE ANALYSIS OF POLYOMA VIRUS,3282396,R01GM033050,"['Polyomavirus muris 1 ', ' DNA virus ', ' provirus ', ' virus assembly ', ' virus envelope ', ' tissue /cell culture ', ' X ray microscopy ', ' scanning electron microscopy ', ' molecular weight ', ' artificial intelligence ', ' X ray crystallography ', ' chemical aggregate ', ' ']",NIGMS,R01,1985,70396,-0.042287481737884255
"S U MEDICAL EXPERIMENTAL COMPUTER RESOURCE (SUMEX) Stanford University maintains a national shared computing resource in partnership with the NIH Biotechnology Resources Program to explore advanced applications of computer science in health research.  There are two main objectives of the facility:  1) the managerial, administrative and technical demonstration of a national shared technological resource for health research and 2) the specific encouragement of applications of artificial intelligence in medicine (AIM).  Besides the economic advantages of resource sharing made possible by emerging data communication technologies, a closer interaction between diverse research efforts is expected to promote a more systematic exchange of research products and ideas.  This may be particularly true in applications of computer science.  Multi-lateral community building rather than unilateral service is the project's essential mandate.  The term ""artificial intelligence"" (AI) is applied to research aimed at increasing the computer's effectiveness as a tool through the emulation of aspects of human symbolic reasoning and problem-solving.  The field emphasizes the judgmental manipulation of symbolic (non-numeric) representations of knowledge of a task domain for model-building and decision-making.  Current applications include programs which assist in inferring chemical structures from mass spectral or x-ray crystallographic data, suggesting diagnoses and treatments within various classes of diseases, and modeling aspects of human behavior patterns. Additional users of the facility will be selected within the available PDP-10 computer capacity with the help of an AIM Executive Committee and Advisory Group on the basis of reviews of the proposed research.  Selection criteria will include general scientific interest and merit, relevance to the AI mission, and community orientation of the collaborator.  ",S U MEDICAL EXPERIMENTAL COMPUTER RESOURCE (SUMEX),3103682,P41RR000785,"['arthritis ', ' respiratory disorder diagnosis ', ' respiratory therapy ', ' psychopharmacology ', ' cognition ', ' embryo /fetus monitoring ', ' ultrasonography ', ' circular dichroism ', ' nucleic acid sequence ', ' neoplasm /cancer therapy ', ' cancer information system ', ' molecular biology ', ' information systems ', ' speech synthesizers ', ' intensive care ', ' automated medical record system ', ' patient /disease registry ', ' human population genetics ', ' chronic disease /disorder ', ' disease /disorder classification ', ' computer simulation ', ' computer graphics /printing ', ' computer center ', ' online computer ', ' computer human interaction ', ' computer system design /evaluation ', ' artificial intelligence ', ' communicable disease diagnosis ', ' microorganism disease chemotherapy ', ' nuclear magnetic resonance spectroscopy ', ' infrared spectrometry ', ' stereochemistry ', ' chemical structure ', ' chemical information system ', ' blood coagulation disorders ', ' computer assisted patient care ', ' computer assisted medical decision making ', ' computer assisted diagnosis ', ' ']",NCRR,P41,1985,1946954,-0.10764308169447945
"PROTEIN MARKERS OF RENAL CELL CARCINOMA The molecular events associated with the development of renal cell carcinoma are essentially unknown and useful biochemical markers for this tumor are not available.  High-resolution protein separation techniques have been used in preliminary experiments to identify a group of proteins which are associated with the tumor, but absent or significantly reduced in normal renal cortex.  This application has as its long-term objective the understanding of the role these proteins play in the expression of the malignant phenotype and the determination of whether serum, urine, or tissue assays for these proteins are of clinical relevance.  The first specific aim of this proposal concerns the production of monoclonal antibodies to these proteins through the immunization of mice with protein spots cut from two-dimensional electrophoresis gels, a recently developed technique.  The second aim deals with the use of these antibodies to help isolate and characterize the proteins as to molecular weight, subunit composition, glycosylation, cellular localization, and tissue specificity. These studies will use two-dimensional electrophoresis, affinity chromatography, and immunohistochemical staining.  The third specific aim deals with the evaluation of three established renal cell carcinoma-derived cell lines as model systems.  Quantitative computer-aided pattern analysis will be used to compare two-dimensional gels of the cultured cells and tumor tissue, and immunologic methods will also be used to confirm the presence or absence of the carcinoma-associated proteins in the cultured cells.  Specific aim four will be to determine by immunoassay if any of the carcinoma-associated proteins or circulating antibodies to these proteins are present in the serum of patients with this tumor.  If so, preliminary studies will be initiated to determine the potential clinical usefulness for the detection, staging, or typing of renal tumors.  The studies outlined here should provide fundamental information about the biochemistry, cell biology, and clinical chemistry of a group of proteins associated with renal cell carcinoma and provide the necessary tools and information to pursue one or several of these proteins in greater detail in the future.  Moreover, should clinically useful markers be developed, this would point the way towards the use of these same methods in other tumor systems.  (1)   ",PROTEIN MARKERS OF RENAL CELL CARCINOMA,3446812,R23CA040936,"['urine ', ' cell bank /registry ', ' radiotracer ', ' autoradiography ', ' gel electrophoresis ', ' affinity chromatography ', ' kidney neoplasms ', ' tumor antigens ', ' neoplasm /cancer genetics ', ' neoplasm /cancer immunodiagnosis ', ' neoplasm /cancer classification /staging ', ' molecular oncology ', ' carcinoma ', ' radioimmunoassay ', ' monoclonal antibody ', ' human tissue ', ' histochemistry /cytochemistry ', ' gene expression ', ' genetic markers ', ' artificial intelligence ', ' hybridomas ', ' blood proteins ', ' ']",NCI,R23,1985,55894,-0.12325094431516682
"CENTER FOR STUDY OF CEREBROVASCULAR DISEASE & STROKE This is a competitive continuation proposal for a Center for the Study of Cerebrovascular Disease and Stroke.  The goals are the prevention of stroke and the development of effective treatment for stroke and its consequences.  Both laboratory studies and clinical studies are outlined in the request.  We propose to study, by the use of appropriate animal models problems of the blood vessels supplying the brain that cannot be well studied in humans.  These projects relate to:  1) the routes of fluid and solute transfer between blood vessels and perivascular space; 2) changes produced in blood vessels by hypertension and diabetes and the development of vascular disease over time as shown by scanning and electron microscopy; 3) the alteration in the endothelial cell glycocalyx that are caused by hemodynamic changes and may underlie the location of atherosclerosis or clots.  The clinically related projects use the techniques of artificial intelligence in computer aided decision making, data banking and clinical study of patients with the tools of psychiatry and neuropsychology.  These projects will utilize data collected from a group of stroke patients to study:  1) aphasia and the cognitive deficit underlying it, the current classification and aspects of symptom change in recovery; 2) depression poststroke including the identification of risk factors, the biological correlates, comparison with control groups, genetics, and treatment; 3) computer aided decision making in stroke including development of new artificial intelligence techniques, developing and testing multiple computer programs to assist in assessing and managing patients with stroke and develop new ways of using these systems in clinical and educational settings.  ",CENTER FOR STUDY OF CEREBROVASCULAR DISEASE & STROKE,3107713,P50NS016332,"['stroke ', ' cerebrovascular disorders ', ' ']",NINDS,P50,1985,683648,-0.183249487227368
"PRIMATE CHEMICAL COMMUNICATION INTERDISCIPLINARY STUDIES This research will provide new, fundamental information concerning chemical communication in a primate species.  The overall, long range objectives are to define the chemical nature and behavioral significance of the scent marks utilized by the South American tamarin, Saguinus fuscicollis, a member of the marmoset family (Callitrichidae), in social and sexual communication.  The scent marks of these primates encode messages on identify of species, subspecies, and individual as well as information relating to sexual and social status.  Scent mark material, a mixture of gland secretion, some urine and possibly genital discharge, is chemically complex and includes esters, acids, alcohols, aldehydes and hydrocarbons.  To date our analytical studies using high resolution capillary gas chromatography have not revealed any qualitative differences in the scent marks of animals which differ in their sex, subspecies or species.  Therefore, we have embarked on a study to evaluate quantitative differences in the scent mark constituents.  Studies are proposed to identify the concentration profiles of the components which define gender, subspecies and species.  Analysis by computerized pattern recognition techniques will target those components which are correlated with gender, subspecies and species.  Sophisticated GC/MS/DS instrumentation will then be employed as the major tool for identification and quantitation of the targeted components.  Their role in chemical communication will be tested by behavioral assay.  Bacterial studies will also be undertaken to establish the role of microbial action in the production of some of the highly volatile components.  Finally, studies aimed at the identification of previously unknown components of lower volatility will be carried out.  We anticipate that this research will eventually lead to a deciphering of the chemical code such that in the end it will be possible to reconstruct with synthetic formulations the wide variety of communicatory signals employed by the tamarins.  To accomplish this goal a unique interdisciplinary research team consisting of two organic chemists, a primatologist and a bacteriologist has been assembled at the Monell Chemical Senses Center.  These studies follow logically from prior work of our laboratory.  To the best of our knowledge this research program, involving the very close collaboration of chemists, primatologists and bacteriologists to explore and define a chemical communication system in a primate species, is unique in the United States.  ",PRIMATE CHEMICAL COMMUNICATION INTERDISCIPLINARY STUDIES,3403396,R01NS021790,"['sex ', ' olfactory stimulus ', ' ethology ', ' gas chromatography ', ' microorganism classification ', ' animal communication behavior ', ' pheromone ', ' artificial intelligence ', ' gas chromatography mass spectrometry ', ' analytical chemistry ', ' species difference ', ' bioassay ', ' bacteria ', ' Lepidoptera ', ' ']",NINDS,R01,1985,72512,-0.017418270448969583
"VISUOMOTOR COORDINATION:  NEURAL NETWORKS AND SCHEMAS Our approach to analyzing mechanisms of visuomotor coordination is two-fold:  ""top-down"", to offer a coordinated control program of interacting schemas (concurrently active programs suitably structured for action-perception systems) to model behavior noted by neuroethologists; and ""bottom-up"", to provide detailed models of neural networks which are consistent with known anatomy and physiology, but which involve additional assumptions, amenable to experimental test, to yield a network capable of exhibiting appropriate behavior.  Where possible, we implement a family of models, rather than a single model, to facilitate computer experiments and animal experiments which may discriminate between alternative mechanisms. Specifically, we plan to conduct studies of the following subtopics:  (1) Modelling tectum-pretectum interactions subserving pattern-recognition in anurans; (2) Detailed neural modelling of retina; (3) Modelling patterns of behavior in frog and toad while developing a theory of motor schemas and their coordination for orientation, sidestepping, snapping, etc.; and (4) Developing mathematical and computer methodology for exploring a model-family to determine which subset of models approximates satisfaction of a given set of constraints.  The work will make modelling tools available for the analysis of large brain systems.  Our research plan has build into it structures which ensure that these tools are accessible to neurophysiologists, neuroanatomists and neuroethologists, while also facilitating a full exchange of ideas with the computer science community (artificial intelligence, simulation methodology, interactive computer graphics, etc.).  ",VISUOMOTOR COORDINATION:  NEURAL NETWORKS AND SCHEMAS,3395870,R01NS014971,"['fresh water environment ', ' chordate locomotion ', ' form /pattern perception ', ' ethology ', ' neurophysiology ', ' sensorimotor system ', ' neuroanatomy ', ' mathematical model ', ' neural information processing ', ' retina ', ' computer simulation ', ' computer graphics /printing ', ' computers ', ' superior colliculus ', ' ']",NINDS,R01,1985,181981,-0.018215274514706403
"A PROGRAM FOR THE MANAGEMENT OF HEART FAILURE The Heart Failure Program project is a resource-related research program to develop new reasoning methods for the application of Artifical Intelligence techniques to medicine for the effort of the SUMEX-AIM community.  The context and driving force for this research is the management of heart failure in the intensive care setting.  We will:  1) Develop a representational methodology capable of supporting the clinically relevant distinctions of patient state.  This representation will utilize the clinically significant qualitative parameter values and will include causal relationships, time dependencies and relations about change.  2) Build a qualitative physiological model of the cardiovascular system using this methodology to act as a store for evolving knowledge of patient state.  3) Explore and develop strategies for determining the appropriate parameter values in the model from input data, reasoning support methods and heuristics for carrying out the diagnostic reasoning with the model, and reasoning support methods and heuristics for carrying out the diagnostic reasoning with the model, and reasoning support methods and heuristics for finding possible therapies and determining their potential consequences. 4) Build around this core a program to assist the physician in exploring his or her understanding of the implications in an individual case.  The physician and program will reason together about the case with the physician providing ideas and the program assuring consistent consideration of the implications.  5) Generalize the techniques for use in other medical domains.  ",A PROGRAM FOR THE MANAGEMENT OF HEART FAILURE,3344628,R01HL033041,"['human therapy evaluation ', ' physiology ', ' health care model ', ' biological models ', ' intensive care ', ' heart failure ', ' heart circulation ', ' medical records ', ' patient care management ', ' artificial intelligence ', ' cardiovascular system ', ' hemodynamics ', ' cardiovascular disorder diagnosis ', ' cardiovascular disorder chemotherapy ', ' computer assisted patient care ', ' computer assisted medical decision making ', ' computer assisted diagnosis ', ' ']",NHLBI,R01,1985,291025,-0.19394894482366268
"ANALYSIS OF Z BANDS IN HEART BY OPTICAL DIFFRACTION In human cardiocytes, the contractile units are linked together by Z bands. Although specific proteins have been localized in Z band regions of some vertebrate muscles, the organization of these proteins into a filament lattice is unknown.  Z bands vary in width but the functional significance of this variation remains obscure.  Using optical diffraction methods we have been able to analyze Z and bands greater than 90 nm wide in mammalian cardiac and slow skeletal muscle and have identified a common structural unit.  Our optical reconstruction studies show that these units are added side-to-side and end-to-end to make a regular arrangement of axial and connecting filaments. However, the entire Z band is rarely a uniform lattice.  Optical reconstructions strongly suggest variation in the arrangement of connecting filaments in the Z band at rest length and suggest that the Z band is a dynamic structure.  Our purpose in these studies is to further determine the organization of Z band components in both normal and widened Z bands and to relate this organization to proposed functions for Z bands.  A systematic approach for Z band analysis using goniometer tilt and stereo techniques for electron microscopy at standard and high voltages, together with optical diffraction and reconstruction methods, will be continued.  We will expand our multilevel approach to include studies of Z bands 1)  in normal muscle fixed after repeated stimulation and after fatigue; 2)  in normal muscle partially extracted and reconstituted; 3)  in isolated myofibrils or Z disc sheets and in developing muscle.  Additional techniques to be used are computerized image processing, protein isolation and separation and antibody localization.  Structural analysis of Z bands in normal and developing muscle should contribute to our understanding of muscle cell function.  ",ANALYSIS OF Z BANDS IN HEART BY OPTICAL DIFFRACTION,3335338,R01HL017376,"['tissue /cell preparation ', ' electron microscopy ', ' lasers ', ' striated muscles ', ' myogenesis ', ' myofibrils ', ' muscle proteins ', ' muscle function ', ' immunochemistry ', ' histology ', ' heart contraction ', ' heart cell ', ' myocardium ', ' artificial intelligence ', ' newborn animals ', ' ']",NHLBI,R01,1985,133924,-0.03687612215753125
"STRUCTURE DETERMINATION BY TRIPLE QUAD MASS SPECTROMETRY The goal of the proposed research is to evaluate and develop techniques for the application of the triple quadrupole mass spectrometer in the determination of molecular structure.  In triple quadrupole mass spectrometry (TQMS), ions from the source are selected by mass in the first quadrupole and then undergo fragmenting or reactive collision(s) with neutral molecules in the non mass-selective center quadrupole.  The ionic collision products are then mass-analysed by the third quadrupole before detection.  This is a form mass spectrometry (MS/MS).  With TQMS or MS/MS, one can obtain a spectrum for every ""parent"" ion produced in the source. This three-dimensional collection of spectra contains much more information about the sample than the oridinary mass spectrum.  It is a goal of this proposal to deduce the structural information contained in these spectra by comparison of the daughter spectra with those from a large number of compounds with known and varied structure.  The proposed research includes four areas:  1) a continuation of our effort to identify the structural information contained in the variations in daughter spectra with changes in ion internal energy, ion kinetic energy, and collision gas pressure and to identify reasonable and reproducible ""standard"" conditions for the collection of spectra for a data base library, 2) the development of searching and ranking procedures which will produce lists of compounds in the data base that produce ions that give daughter spectra similar to those of the unknown compound.  3) The development of algorithms to identify from the lists of compounds, those common substructures which might be part of the unknown compound and from them produce a list of possible structures, and 4) make certain improvements in the instrumentation and data base management software to facilitate the above goals.  Efficient organic structural analysis is a major need among synthetic, environmental and pharaceutical chemists as well as toxicologists and pathologists.  ",STRUCTURE DETERMINATION BY TRIPLE QUAD MASS SPECTROMETRY,3275550,R01GM028254,"['ionization ', ' hydrocarbons ', ' computer graphics /printing ', ' artificial intelligence ', ' gas chromatography mass spectrometry ', ' organic chemicals ', ' chemical structure ', ' chemical group ', ' chemical information system ', ' ']",NIGMS,R01,1985,76349,-0.1532573311798973
"AUTOMATED CANCER CELL DIAGNOSIS BY THE TICAS METHOD The goal of this research is to study high-resolution image analysis of cervical cells for diagnostic assessment of patients.  The discovery of the marker features for the presence of dysplasia or malignant disease expressed in ""normal appearing"" intermediate cells from the ectocervix has affected the very strategy of prescreening for cervical cancer.  If confirmed on a large database of patients, the finding of frank tumor cells could be replaced by the statistical assessment of a limited sample of a patient's intermediate cells to ascertain whether visual review of the patient's sample is required.  Complementing the analysis of marker features in cells coming from normal patients, patients with dysplasia, with carcinoma in situ, and with invasive cancer, a new technique has been developed to measure the ploidy of cells appearing in Papanicolaou smears and histological sections.  It appears that the rapid availability of this new kind of information may add significant, new prognostic dimensions to the diagnostic techniques being developed.  The statistical distribution of the DNA content in individual nuclei has been shown to be significantly correlated with the malignancy of tumors and the patient prognosis.  The high-resolution technique for ploidy measurement is proven to be precise, accurate, and fast.  We have now completed the measurement of 50 cases designated as either dysplastic or having carcinoma in situ.  For each case, this involves the collection of:  (1)\intermediate blue cell images from vaginal, cervical, and endocervical smear preparations; (2)\dysplastic cell images from dysplasia cases; (3)\carcinoma in situ cell images from carcinoma in situ cases; (4)\DNA-ploidy patterns of both normal and abnormal cells from the cytology preparations; and (5)\DNA-ploidy patterns of both normal and abnormal cells from histological specimens obtained by biopsy.  DNA results are now routinely produced with a variety of parameters that are being correlated with the results of discriminant analysis on the intermediate blue cell populations.  (3)   ",AUTOMATED CANCER CELL DIAGNOSIS BY THE TICAS METHOD,3163737,R01CA013271,"['stainings ', ' epithelium ', ' longitudinal human study ', ' densitometry ', ' photomicrography ', ' image processing ', ' cancer registry /resource ', ' preneoplastic state ', ' cervix neoplasms ', ' uterus neoplasms ', ' ovary neoplasms ', ' neoplasm /cancer diagnosis ', ' neoplasm /cancer classification /staging ', ' cellular oncology ', ' carcinoma ', ' statistics /biometry ', ' videotape /videodisc ', ' television ', ' human subject ', ' histopathology ', ' histochemistry /cytochemistry ', ' automated medical record system ', ' patient /disease registry ', ' cytogenetics ', ' genetic markers ', ' prognosis ', ' cervical /vaginal smear ', ' mass screening ', ' computer graphics /printing ', ' online computer ', ' artificial intelligence ', ' cell sorting ', ' computer assisted diagnosis ', ' ']",NCI,R01,1985,301579,-0.07735551753816963
